Station Name,Venue Name,Distance,Primary Category
Bahngasse / mdw-University of Music and Performing Arts,HAN am Stadtpark,254,Korean Restaurant
Radetzkyplatz,Gasthaus Wild,16,Austrian Restaurant
Radetzkyplatz,5 Sterne Deluxe,20,Hot Dog Joint
Radetzkyplatz,Vital Pizza & Pasta,32,Italian Restaurant
Radetzkyplatz,Anker,37,Bakery
Radetzkyplatz,Cafe Menta,40,Café
Radetzkyplatz,Nesim,41,Kebab Restaurant
Radetzkyplatz,Lili's Snack & Meal,59,Asian Restaurant
Radetzkyplatz,Mediterania,60,Mediterranean Restaurant
Radetzkyplatz,Kolonitz Beis'l,87,Dining and Drinking
Radetzkyplatz,Indus,136,Indian Restaurant
Rochusmarkt,Rojda Grill Restaurant,2,Turkish Restaurant
Rochusmarkt,Stellas,52,Dining and Drinking
Rochusmarkt,Cafe Zuckergoscherl,54,Dining and Drinking
Rochusmarkt,Zum Schmankerlwirt,64,Austrian Restaurant
Rochusmarkt,I-O Espresso,70,Café
Rochusmarkt,Trimelli,73,Pizzeria
Rochusmarkt,Döner H.A.S. Rochusmarkt,76,Turkish Restaurant
Rochusmarkt,Falafel Box,78,Falafel Restaurant
Rochusmarkt,Rochus Würstl,79,Sandwich Spot
Rochusmarkt,Pappa & Ciccia,81,Italian Restaurant
Spittelau S U,Ströck,65,Bakery
Spittelau S U,Imbiss Kebap,97,Doner Restaurant
Spittelau S U,Fein,111,Diner
Spittelau S U,Ersi Imbiss,148,Falafel Restaurant
Spittelau S U,The Mekan,150,Kebab Restaurant
Spittelau S U,Fette Berta,159,Snack Place
Spittelau S U,Fine - Snack Factory,160,Fast Food Restaurant
Spittelau S U,Kizilkayalar,203,Food Court
Spittelau S U,Wu's Noodles,204,Asian Restaurant
Spittelau S U,In Eat Out,208,Hot Dog Joint
Währinger Straße U6,Tullnerfelder Bäcker,41,Bakery
Währinger Straße U6,W.A Sanchez Burritos Tacos & Co,44,Burrito Restaurant
Währinger Straße U6,Bäckerei Josef Schrott,48,Bakery
Währinger Straße U6,Tibet Kultur Restaurant Songtsen Gampo,52,Asian Restaurant
Währinger Straße U6,Zur Bosnerei,52,BBQ Joint
Währinger Straße U6,Kantine Volksoper,62,Dining and Drinking
Währinger Straße U6,Café Io,62,Café
Währinger Straße U6,Tao Minibar,69,Sushi Restaurant
Währinger Straße U6,Lili Asia-Restaurant,84,Buffet
Währinger Straße U6,Bäckerei Geier,94,Bakery
Schüttauplatz,Gasthaus Seidles,49,Dining and Drinking
Schüttauplatz,Schüttau Kebap,60,Kebab Restaurant
Schüttauplatz,China Restaurant Shang Hau,69,Asian Restaurant
Schüttauplatz,Vorstadtwirt,72,Austrian Restaurant
Schüttauplatz,"Pizzakaiser - Pizza 2 go, Pizza & andere Speisen auch zum Bestellen",89,Pizzeria
Schüttauplatz,Cafe Plaudertascherl,91,Café
Schüttauplatz,Trento Bortolotti Gourmet,94,Café
Schüttauplatz,Rudolf Schuller,107,Butcher
Schüttauplatz,Wiener Schnitz'l Land,133,Fried Chicken Joint
Schüttauplatz,D-Wok,138,Asian Restaurant
Schwedenplatz,Angaralı Kebabcı,30,Steakhouse
Schwedenplatz,Hoppala Kebap!,34,Fast Food Restaurant
Schwedenplatz,Castelletto,37,Café
Schwedenplatz,McDonald's,38,Burger Joint
Schwedenplatz,Würstelstand beim Schwedenplatz,61,BBQ Joint
Schwedenplatz,Max & Benito,65,Burrito Restaurant
Schwedenplatz,Shako Maako,76,Middle Eastern Restaurant
Schwedenplatz,Happy Noodles,83,Fast Food Restaurant
Schwedenplatz,Pommes Freunde,88,Poutine Restaurant
Schwedenplatz,Hard Rock Cafe,95,Cocktail Bar
Waldmüllerpark,Gasthof Timo,189,Austrian Restaurant
Waldmüllerpark,Saray,302,Turkish Restaurant
Waldmüllerpark,Saray Kebap - Pizza,305,Pizzeria
Waldmüllerpark,Çiğköftem Gudrunstraße,306,Cigkofte Place
Waldmüllerpark,10Er Imbiss,322,Snack Place
Waldmüllerpark,Il Ponte,339,Dining and Drinking
Waldmüllerpark,Flos Dachterrasse,352,BBQ Joint
Waldmüllerpark,Doner Kebab,368,Fast Food Restaurant
Waldmüllerpark,Sahin Backeret & Konditorie,376,Bagel Shop
Waldmüllerpark,Favorim Kebap,376,Pizzeria
Schloss Schönbrunn,Schönbrunner Schlosscafe,111,Café
Schloss Schönbrunn,Residenz Cafe Restaurant,218,Café
Schloss Schönbrunn,Kutscher G'Wolb,226,Austrian Restaurant
Schloss Schönbrunn,Pizzeria Da Corrado,294,Pizzeria
Schloss Schönbrunn,Restaurant Zum Blauen Esel,374,Dining and Drinking
Schloss Schönbrunn,Wiener Grill Haus,375,Dining and Drinking
Schloss Schönbrunn,Pizzeria San Giovanni,467,Italian Restaurant
Hietzing U4,Noodle King,40,Asian Restaurant
Hietzing U4,Anker,48,Bakery
Hietzing U4,Asia Express,63,Asian Restaurant
Hietzing U4,Ströck,65,Bakery
Hietzing U4,Della Lucia,67,Bar
Hietzing U4,Kebab U Hietzing,74,Kebab Restaurant
Hietzing U4,McDonald's,76,Burger Joint
Hietzing U4,Bao Imbiss,89,Snack Place
Hietzing U4,Kebap,91,BBQ Joint
Hietzing U4,Schönbrunner Schlosscafé,149,Hotel
Praterstern S U,Zweistern,17,Café
Praterstern S U,Hansey,46,Austrian Restaurant
Praterstern S U,Gasthof Hansy,51,Dining and Drinking
Praterstern S U,Pizzeria il Castello,64,Pizzeria
Praterstern S U,Pure,72,Vegan and Vegetarian Restaurant
Praterstern S U,Happy Noodles,81,Asian Restaurant
Praterstern S U,McDonald's,85,Burger Joint
Praterstern S U,Segafredo,87,Café
Praterstern S U,Cafe Per Amico,89,Café
Praterstern S U,Praterstern Nudel,89,Asian Restaurant
Edelsinnstraße,Pizzeria Bambino,262,Pizzeria
Edelsinnstraße,Bahce,367,Hookah Bar
Edelsinnstraße,Tiziano,381,Italian Restaurant
Edelsinnstraße,Cafe & Lounge Hetzendorf,399,Beer Bar
Edelsinnstraße,Cafe Restaurant Beethoven,401,Dining and Drinking
Edelsinnstraße,Anker,410,Bakery
Edelsinnstraße,DELIkado Design.Caffé.Vienna,423,Café
Edelsinnstraße,Garnisonskasino MTK,443,Dining and Drinking
Edelsinnstraße,Bierstöckl,455,Dining and Drinking
Landstraße - Wien Mitte S U,Vapiano,7,Pizzeria
Landstraße - Wien Mitte S U,Dürüm-Kebap-Falafel,21,Falafel Restaurant
Landstraße - Wien Mitte S U,United Coffeeshop,39,Restaurant
Landstraße - Wien Mitte S U,Pasta & Cafe Interspar,41,Fast Food Restaurant
Landstraße - Wien Mitte S U,Daylounge - Cafe Bistro Bar,50,Bar
Landstraße - Wien Mitte S U,Joseph Genuss,54,Bakery
Landstraße - Wien Mitte S U,Sushi Cross,54,Sushi Restaurant
Landstraße - Wien Mitte S U,Ra'Mien Go,54,Noodle Restaurant
Landstraße - Wien Mitte S U,Longi Vegetarian Gourmet Asia Supermarket,54,Asian Restaurant
Landstraße - Wien Mitte S U,Cafe Mitte,54,Gastropub
Rustengasse,Viennas Vietnam am Schwendermarkt,23,Vietnamese Restaurant
Rustengasse,Landkind,51,Café
Rustengasse,Hello Vietnam,65,Vietnamese Restaurant
Rustengasse,Cafe Bar Lounge Zucchero,102,Lounge
Rustengasse,Restaurant Otto Weingartshofer,125,Restaurant
Rustengasse,Cafe Dubai,158,Café
Rustengasse,Bakijeva Rezidencija,229,Buffet
Rustengasse,LaBeny Pizzaservice,266,Pizzeria
Rustengasse,Pizzaria Casa Veneto,269,Snack Place
Rustengasse,NCOTB - News Coffee in the Block,276,Café
Stephansplatz U,Ristorante Firenze Enoteca,14,Italian Restaurant
Stephansplatz U,Aida Café,24,Café
Stephansplatz U,Cafe Konditorei,33,Café
Stephansplatz U,Akakiko,34,Asian Restaurant
Stephansplatz U,DO & CO Restaurant,51,Dining and Drinking
Stephansplatz U,Ristorante Settimo Cielo,60,Italian Restaurant
Stephansplatz U,Wiener Würstl,62,Beer Garden
Stephansplatz U,Cafe de l'Europe,85,Bistro
Stephansplatz U,Pizzeria Venezia,85,Pizzeria
Stephansplatz U,Rinderwahn,87,Burger Joint
Stubentor U,Wiener Würstl,43,Bratwurst Joint
Stubentor U,Würstelstand beim MAK,45,Fast Food Restaurant
Stubentor U,Café Prückel,79,Bistro
Stubentor U,Schimanskzy,87,Dining and Drinking
Stubentor U,Goldene Zeiten,125,Chinese Restaurant
Stubentor U,Salonplafond,133,Restaurant
Stubentor U,Plachutta Wollzeile,145,Austrian Restaurant
Stubentor U,Salon Plafond,163,Austrian Restaurant
Stubentor U,Comida y Ron,170,Caribbean Restaurant
Stubentor U,Mercado,192,Bar
Breitensee S,Schmankerl,121,Fried Chicken Joint
Breitensee S,MCC Fast Food,149,Fast Food Restaurant
Breitensee S,Pizza Flitzer,180,Pizzeria
Breitensee S,Pizzeria Picola,183,Pizzeria
Breitensee S,Barista 14,195,Café
Breitensee S,I.O Espresso,197,Café
Breitensee S,Origami Sushi House,250,Sushi Restaurant
Breitensee S,VIP-Imbiss,269,Buffet
Breitensee S,Wiener Schnitzlland,276,Buffet
Breitensee S,Café Chrivo,298,"Cafe, Coffee, and Tea House"
Hans-Mandl-Berufsschule,Hangover,45,Café
Hans-Mandl-Berufsschule,Café Oase Bar,172,Café
Hans-Mandl-Berufsschule,Im Eck,175,Café
Hans-Mandl-Berufsschule,Wirtshaus ASSMAYER,216,Austrian Restaurant
Hans-Mandl-Berufsschule,Gasthaus Alt,226,Inn
Hans-Mandl-Berufsschule,Sofram Kebap-Haus,249,Turkish Restaurant
Hans-Mandl-Berufsschule,Wilhelmsdorfer Stube,267,Dining and Drinking
Hans-Mandl-Berufsschule,Mittag essen - W,284,Gastropub
Hans-Mandl-Berufsschule,Pizzeria Pummarò,286,Pizzeria
Hans-Mandl-Berufsschule,Berliner Babo,288,Restaurant
Karlsplatz U / TU Wien,Heuer,35,Bar
Karlsplatz U / TU Wien,Cafe-Restaurant Resselpark,82,Café
Karlsplatz U / TU Wien,Korfu Restaurant BetriebsgesmbH,84,Greek Restaurant
Karlsplatz U / TU Wien,Vietthao,118,Vietnamese Restaurant
Karlsplatz U / TU Wien,Opern Schnitzel,126,Fast Food Restaurant
Karlsplatz U / TU Wien,McDonald's,130,Burger Joint
Karlsplatz U / TU Wien,Kostas - Griechische Spezialitäten,134,Greek Restaurant
Karlsplatz U / TU Wien,Asia In A Box,155,Asian Restaurant
Karlsplatz U / TU Wien,Wärmespender,158,Bar
Karlsplatz U / TU Wien,Wok & More,161,Asian Restaurant
Rathaus U2,Pizzeria San Giovanni,62,Pizzeria
Rathaus U2,Little Giant,81,Burger Joint
Rathaus U2,Antique Café,105,Breakfast Spot
Rathaus U2,Ohh! Sushi - Wok,111,Sushi Restaurant
Rathaus U2,Alter Rathauskeller,112,Dining and Drinking
Rathaus U2,Restaurant Vinothek Bankettzentrum Salon Rittersaal,114,Austrian Restaurant
Rathaus U2,Three Trees Restaurant,123,Dining and Drinking
Rathaus U2,Wiener Rathauskeller,138,Music Venue
Rathaus U2,Tin Tan,157,Fast Food Restaurant
Rathaus U2,Vino,162,Bistro
Zieglergasse U3,Würstel-Express,14,Bratwurst Joint
Zieglergasse U3,Suppengalerie,35,Buffet
Zieglergasse U3,Swing Kitchen,40,Burger Joint
Zieglergasse U3,Illypoint Vienna,44,Café
Zieglergasse U3,Green Express,45,Asian Restaurant
Zieglergasse U3,Cafe Cosmopolitan,48,Dining and Drinking
Zieglergasse U3,Mythos,52,Greek Restaurant
Zieglergasse U3,Kng Tao,55,Cantonese Restaurant
Zieglergasse U3,Türkis,55,Kebab Restaurant
Zieglergasse U3,Pizza House,58,Pizzeria
Plößlgasse,Demi Tass,67,Indian Restaurant
Plößlgasse,Stöckl im Park - Salm Bräu GmbH,252,Gastropub
Plößlgasse,Kaffeerestaurant Radiocafe,281,Café
Plößlgasse,Wohlleben Beisl,315,Austrian Restaurant
Plößlgasse,Casolaro Bros,323,Deli
Plößlgasse,Parkcafe,330,Café
Plößlgasse,Gartencafe Mirage,334,Café
Plößlgasse,Garten Cafe,336,Café
Plößlgasse,Zhany Asia Restaurant,350,Asian Restaurant
Plößlgasse,Gasthaus Belvedere,352,Inn
Heiligenstadt S U,Space 2 Eat,70,Dining and Drinking
Heiligenstadt S U,Circle SV Group Restaurant,100,Dining and Drinking
Heiligenstadt S U,SV Cafe,154,Café
Heiligenstadt S U,Der Mann,219,Bakery
Heiligenstadt S U,Brotzeit Gourmet Kantine,225,Austrian Restaurant
Heiligenstadt S U,Anker,266,Bakery
Heiligenstadt S U,Tekaway Sushi,268,Sushi Restaurant
Heiligenstadt S U,Kebap Pyramide,272,Diner
Heiligenstadt S U,Asiatische Nudeln,272,Chinese Restaurant
Heiligenstadt S U,Kebab Pizza,281,Snack Place
Rossauer Lände U,Lils leerer Kühlschrank,110,Mac and Cheese Joint
Rossauer Lände U,Koc Kebap,119,Diner
Rossauer Lände U,Cafe-Restaurant Zum Hannes - Inh Johannes Furtner,128,Dining and Drinking
Rossauer Lände U,Stomach,137,Dining and Drinking
Rossauer Lände U,FISH AND CHIP SHOP by CHARLIE P's,163,Fish and Chips Shop
Rossauer Lände U,Mortons,165,BBQ Joint
Rossauer Lände U,Oasia Restaurant,171,Asian Restaurant
Rossauer Lände U,A1 Kantine ODS 23,194,Dining and Drinking
Rossauer Lände U,Dazwischen - The Sandwich Spot,196,Sandwich Spot
Rossauer Lände U,Pancho & mas!,197,Mexican Restaurant
Lazarettgasse,Lotus Café & Bar,22,Café
Lazarettgasse,Zur goldenen Kugel,123,Dining and Drinking
Lazarettgasse,Das grüne Eck,123,German Restaurant
Lazarettgasse,Flying Diner,126,American Restaurant
Lazarettgasse,Quicky's - Burgers & More,128,Burger Joint
Lazarettgasse,Mittagspause,135,German Restaurant
Lazarettgasse,Zum Grünen Eck,147,Restaurant
Lazarettgasse,Hoang Long,185,Vietnamese Restaurant
Lazarettgasse,Pizzeria Giuliano,194,Pizzeria
Lazarettgasse,Shouko Ramen Bar,211,Ramen Restaurant
Volkstheater U,Bamboo Restaurant Neustiftgasse,49,Dessert Shop
Volkstheater U,Cafe Raimund,91,Café
Volkstheater U,Mari's Metcha Matcha,94,Japanese Restaurant
Volkstheater U,Cafe Liebling Volkstheater,109,Café
Volkstheater U,Justizcafe,112,Dining and Drinking
Volkstheater U,Ströck - Volkstheater U-Bahn,113,Bakery
Volkstheater U,Mario' Pizza,114,Pizzeria
Volkstheater U,Liebling Im Volkstheater,120,Café
Volkstheater U,Burger de Ville,123,Burger Joint
Volkstheater U,Noodle King,131,Asian Restaurant
Eslarngasse,Taverna Reloaded,13,Café
Eslarngasse,Al Sarago,60,Italian Restaurant
Eslarngasse,Kollar,68,Dining and Drinking
Eslarngasse,Halal Snack Box,70,Fast Food Restaurant
Eslarngasse,Trezesniewski,88,Bistro
Eslarngasse,Wohnzimmer - Dein Café Im 3Ten,101,Café
Eslarngasse,Pizzeria Ciao,108,Pizzeria
Eslarngasse,That's Amore,136,Pizzeria
Eslarngasse,ULI'S Veganeria - Ulrike Seidler,150,Vegan and Vegetarian Restaurant
Eslarngasse,Cafe Anders E.U.,155,Bar
Universitätsring,Cantinetta Allora,36,Pizzeria
Universitätsring,Landtmann's Bel-Etage,41,Café
Universitätsring,Allora CANTINETTA Vienna,54,Italian Restaurant
Universitätsring,Landtmann Cafe Restaurant,70,Bistro
Universitätsring,مطعم الفيروز في ڤيينا,73,Asian Restaurant
Universitätsring,Al Fayrooz,79,Lebanese Restaurant
Universitätsring,Irodium,103,Greek Restaurant
Universitätsring,Gasthaus zum Holunderstrauch Inh G Müller,110,Inn
Universitätsring,Swing Kitchen,117,Vegan and Vegetarian Restaurant
Universitätsring,Yamm!,136,Vegan and Vegetarian Restaurant
Sankt-Elisabeth-Platz,Obsthunger,7,Café
Sankt-Elisabeth-Platz,Semburger,97,Dining and Drinking
Sankt-Elisabeth-Platz,Sem,100,Caucasian Restaurant
Sankt-Elisabeth-Platz,Gasthaus Belvedere,109,Inn
Sankt-Elisabeth-Platz,Asia To Go,112,Asian Restaurant
Sankt-Elisabeth-Platz,Gartencafe Mirage,115,Café
Sankt-Elisabeth-Platz,Garten Cafe,117,Café
Sankt-Elisabeth-Platz,Cafe Goldegg,137,Café
Sankt-Elisabeth-Platz,Ristorante Perino,191,Gastropub
Sankt-Elisabeth-Platz,Gasthaus Engelhart,192,Dining and Drinking
Herrengasse U,Vapiano,30,Pizzeria
Herrengasse U,Regina Margherita,36,Pizzeria
Herrengasse U,Steigenberger Restaurant,53,Diner
Herrengasse U,Unger und Klein im Hochhaus,56,Café
Herrengasse U,Esterhazykeller,58,Dining and Drinking
Herrengasse U,Levante,74,Turkish Restaurant
Herrengasse U,JOSEPH - Brot vom pheinsten,85,Bakery
Herrengasse U,Venuss,97,Vegan and Vegetarian Restaurant
Herrengasse U,Le Bol Blanc,100,Café
Herrengasse U,Hopferl,105,Bar
Rathausplatz / Burgtheater,Ritter Ritter Concert Café,65,Café
Rathausplatz / Burgtheater,Vestibül - Restaurant im Burgtheater,70,Austrian Restaurant
Rathausplatz / Burgtheater,Taverne Poseidon,82,Greek Restaurant
Rathausplatz / Burgtheater,Kolariks Almhütte,85,Dining and Drinking
Rathausplatz / Burgtheater,Alto Adige / Südtirol by Gelbmanns Gaststube,88,Mediterranean Restaurant
Rathausplatz / Burgtheater,China Baron,104,Chinese Restaurant
Rathausplatz / Burgtheater,Sluka Cafe-Konditorei,176,Buffet
Rathausplatz / Burgtheater,Wiener Rathauskeller,180,Music Venue
Rathausplatz / Burgtheater,Landtmann Cafe Restaurant,201,Bistro
Rathausplatz / Burgtheater,Landtmann's Bel-Etage,204,Café
Arbeitergasse,Schnitzelhaus,20,Food Court
Arbeitergasse,WENIA Cafeteria &Restaurant,110,Café
Arbeitergasse,Pizzeria Restaurant Chacora,146,Indian Restaurant
Arbeitergasse,Kebap Pizza Stand,148,Sandwich Spot
Arbeitergasse,Cafe-Konditorei Neugebauer,166,Café
Arbeitergasse,Pizzeria Primavera,205,Pizzeria
Arbeitergasse,Haci Ustanin Yeri,235,Turkish Restaurant
Arbeitergasse,Has Döner,243,Doner Restaurant
Arbeitergasse,Einfach so.,256,Café
Arbeitergasse,Pizzeria San Marino,292,Pizzeria
Bauernfeldplatz / Palais Lichtenstein,Disco Brunch,29,Breakfast Spot
Bauernfeldplatz / Palais Lichtenstein,Gasthaus Wickerl,41,Dining and Drinking
Bauernfeldplatz / Palais Lichtenstein,Rubens Restaurant,42,Dining and Drinking
Bauernfeldplatz / Palais Lichtenstein,Das 1090,47,Restaurant
Bauernfeldplatz / Palais Lichtenstein,China-Restaurant Goldener Drache,59,Asian Restaurant
Bauernfeldplatz / Palais Lichtenstein,Pizza Pronto,60,Italian Restaurant
Bauernfeldplatz / Palais Lichtenstein,Café Naschsalon & Naschbox Online Shop,66,Café
Bauernfeldplatz / Palais Lichtenstein,Makedonija Grill/Pizzeria Pronto,109,BBQ Joint
Bauernfeldplatz / Palais Lichtenstein,Ruben's Brasserie,115,French Restaurant
Bauernfeldplatz / Palais Lichtenstein,Harmonie Vienna Breakfast,118,Austrian Restaurant
Johannesgasse,Cafe Hegelhof,76,Bistro
Johannesgasse,Paul,88,Dining and Drinking
Johannesgasse,Roo Bar,90,Bar
Johannesgasse,Das Johann,91,Dining and Drinking
Johannesgasse,Kursalon-Terrasse,96,Dining and Drinking
Johannesgasse,Melounge at the Ritz Carlton,102,American Restaurant
Johannesgasse,Elissar - libanesische Küche,106,Lebanese Restaurant
Johannesgasse,Da Vinci Restaurant and Bar,106,Italian Restaurant
Johannesgasse,Liebsteinsky,116,Bistro
Johannesgasse,Atmosphere,121,Café
Alserbachstraße,Blueorange Coffee & Bagel,25,Café
Alserbachstraße,Café Konditorei Bredendick,25,Café
Alserbachstraße,Rado´s Gastwirtschaft,40,Austrian Restaurant
Alserbachstraße,Favvas Gourmet,52,Gourmet Store
Alserbachstraße,El Café,55,Café
Alserbachstraße,Restaurant Astera,84,Middle Eastern Restaurant
Alserbachstraße,Smile Noodle,88,Noodle Restaurant
Alserbachstraße,Hühner Paradies,91,Buffet
Alserbachstraße,Cafe Spitt,94,Café
Alserbachstraße,Ginger & Spice,107,Asian Restaurant
Kardinal-Nagl-Platz U,Erdberger Braustuben,50,Café
Kardinal-Nagl-Platz U,Geflügel & Imbiss,64,Fast Food Restaurant
Kardinal-Nagl-Platz U,Würstel Platz,84,BBQ Joint
Kardinal-Nagl-Platz U,Café Restaurant Zur Mama,126,Café
Kardinal-Nagl-Platz U,Café Tara,128,Café
Kardinal-Nagl-Platz U,Kardinal Imbiss,132,Fast Food Restaurant
Kardinal-Nagl-Platz U,La Donna,152,Middle Eastern Restaurant
Kardinal-Nagl-Platz U,Pizza,160,Pizzeria
Kardinal-Nagl-Platz U,Bäckerei Üçler,162,Bakery
Kardinal-Nagl-Platz U,Hazal,172,Falafel Restaurant
Schottenring U,India Gate,30,Indian Restaurant
Schottenring U,Ye Senxing Nudelhaus,83,Asian Restaurant
Schottenring U,Nudeln Wok Sushi,98,Asian Restaurant
Schottenring U,China-Restaurant Le Wei,112,Asian Restaurant
Schottenring U,MyKai,122,Asian Restaurant
Schottenring U,Pasta e Basta,123,Pizzeria
Schottenring U,Japan Wok,126,Asian Restaurant
Schottenring U,Makery World,127,Theme Restaurant
Schottenring U,Manzoni Burger & Steak,133,Steakhouse
Schottenring U,Café Pelikan,133,Café
Albertgasse,Delibluem,6,Vegan and Vegetarian Restaurant
Albertgasse,Swing Kitchen,11,Burger Joint
Albertgasse,Würstelstand,18,Hot Dog Joint
Albertgasse,Limoni's,22,Café
Albertgasse,Schenke - Kaffee&Kostnix-Laden,26,Café
Albertgasse,Cafe Hummel,36,Café
Albertgasse,Anker,40,Bakery
Albertgasse,Gradwohl,46,Bakery
Albertgasse,Villa Maria,48,Greek Restaurant
Albertgasse,Schlipf&co,49,Austrian Restaurant
Strozzigasse,Cafe Strozzi,22,Bistro
Strozzigasse,Wiener Würstelstand,27,Bratwurst Joint
Strozzigasse,Panini Grill,54,Fast Food Restaurant
Strozzigasse,Pizza Bussi Ciao!,132,Pizzeria
Strozzigasse,Nguyen's Pho House,134,Vietnamese Restaurant
Strozzigasse,Shebeen,136,Pub
Strozzigasse,Es gibt Reis,141,Asian Restaurant
Strozzigasse,Cafe Domino,152,Café
Strozzigasse,Bäckerei Felber,156,Bakery
Strozzigasse,Taberna De La Mancha,160,Tapas Restaurant
Sensengasse,Copyteria,169,Café
Sensengasse,Anni's Bröselei,177,Café
Sensengasse,Sägewerk,190,Austrian Restaurant
Sensengasse,Bausatz,201,Diner
Sensengasse,Vinzirast Mittendrin,207,Dining and Drinking
Sensengasse,Beethoven Stüberl,207,Dumpling Restaurant
Sensengasse,Sly & Arny,210,Dining and Drinking
Sensengasse,Caffe Milano Betriebs GmbH,211,Bistro
Sensengasse,Zum Grünen Eck,230,Restaurant
Sensengasse,Restaurant Kim,237,Korean Restaurant
Löwengasse,Cafe Zartl,99,Café
Löwengasse,Al Pacino,172,Pizzeria
Löwengasse,Wittelsbach Kebap,198,Doner Restaurant
Löwengasse,Al Zaytouna,208,Lebanese Restaurant
Löwengasse,Salzburger Biereck,224,Inn
Löwengasse,Gasthaus Hold,239,Inn
Löwengasse,Bier Eck,240,Gastropub
Löwengasse,Zobaeck,241,Dining and Drinking
Löwengasse,Village Cafe,263,Café
Löwengasse,Ströck beim Hundertwasserhaus,268,Bakery
Dänenstraße / BOKU,Firato Imbiss,22,Burger Joint
Dänenstraße / BOKU,Tüwis Hofladen,32,Café
Dänenstraße / BOKU,Felber,37,Bakery
Dänenstraße / BOKU,Modul Treff,86,Café
Dänenstraße / BOKU,Unı Imbıss Döner,128,Doner Restaurant
Dänenstraße / BOKU,Innenhofstandl,208,Diner
Dänenstraße / BOKU,Salettl Pavillon,343,Bar
Dänenstraße / BOKU,Meierei Diglas,389,Coffee Shop
Am Schöpfwerk U,Alaturka,53,Turkish Restaurant
Am Schöpfwerk U,Schnitzel Hetzendorf,72,Buffet
Am Schöpfwerk U,Wip-Treff,189,Dining and Drinking
Am Schöpfwerk U,Kebab - Pizza Maturka,219,Fast Food Restaurant
